team,season,name,team,position,situation,games_played,xGoalsPercentage,corsiPercentage,fenwickPercentage,iceTime,xOnGoalFor,xGoalsFor,xReboundsFor,xFreezeFor,xPlayStoppedFor,xPlayContinuedInZoneFor,xPlayContinuedOutsideZoneFor,flurryAdjustedxGoalsFor,scoreVenueAdjustedxGoalsFor,flurryScoreVenueAdjustedxGoalsFor,shotsOnGoalFor,missedShotsFor,blockedShotAttemptsFor,shotAttemptsFor,goalsFor,reboundsFor,reboundGoalsFor,freezeFor,playStoppedFor,playContinuedInZoneFor,playContinuedOutsideZoneFor,savedShotsOnGoalFor,savedUnblockedShotAttemptsFor,penaltiesFor,penalityMinutesFor,faceOffsWonFor,hitsFor,takeawaysFor,giveawaysFor,lowDangerShotsFor,mediumDangerShotsFor,highDangerShotsFor,lowDangerxGoalsFor,mediumDangerxGoalsFor,highDangerxGoalsFor,lowDangerGoalsFor,mediumDangerGoalsFor,highDangerGoalsFor,scoreAdjustedShotsAttemptsFor,unblockedShotAttemptsFor,scoreAdjustedUnblockedShotAttemptsFor,dZoneGiveawaysFor,xGoalsFromxReboundsOfShotsFor,xGoalsFromActualReboundsOfShotsFor,reboundxGoalsFor,totalShotCreditFor,scoreAdjustedTotalShotCreditFor,scoreFlurryAdjustedTotalShotCreditFor,xOnGoalAgainst,xGoalsAgainst,xReboundsAgainst,xFreezeAgainst,xPlayStoppedAgainst,xPlayContinuedInZoneAgainst,xPlayContinuedOutsideZoneAgainst,flurryAdjustedxGoalsAgainst,scoreVenueAdjustedxGoalsAgainst,flurryScoreVenueAdjustedxGoalsAgainst,shotsOnGoalAgainst,missedShotsAgainst,blockedShotAttemptsAgainst,shotAttemptsAgainst,goalsAgainst,reboundsAgainst,reboundGoalsAgainst,freezeAgainst,playStoppedAgainst,playContinuedInZoneAgainst,playContinuedOutsideZoneAgainst,savedShotsOnGoalAgainst,savedUnblockedShotAttemptsAgainst,penaltiesAgainst,penalityMinutesAgainst,faceOffsWonAgainst,hitsAgainst,takeawaysAgainst,giveawaysAgainst,lowDangerShotsAgainst,mediumDangerShotsAgainst,highDangerShotsAgainst,lowDangerxGoalsAgainst,mediumDangerxGoalsAgainst,highDangerxGoalsAgainst,lowDangerGoalsAgainst,mediumDangerGoalsAgainst,highDangerGoalsAgainst,scoreAdjustedShotsAttemptsAgainst,unblockedShotAttemptsAgainst,scoreAdjustedUnblockedShotAttemptsAgainst,dZoneGiveawaysAgainst,xGoalsFromxReboundsOfShotsAgainst,xGoalsFromActualReboundsOfShotsAgainst,reboundxGoalsAgainst,totalShotCreditAgainst,scoreAdjustedTotalShotCreditAgainst,scoreFlurryAdjustedTotalShotCreditAgainst
VGK,2021,VGK,VGK,Team Level,5on5,49,0.51,0.52,0.53,147667.0,1262.79,111.02,85.63,308.49,42.06,700.01,518.78,106.62,111.41,107.02,1297.0,469.0,596.0,2362.0,110.0,116.0,18.0,306.0,52.0,584.0,598.0,1187.0,1656.0,144.0,323.0,1070.0,875.0,409.0,364.0,1296.0,366.0,104.0,36.69,44.48,29.86,34.0,46.0,30.0,2380.91,1766.0,1775.88,176.0,17.72,24.13,24.13,104.61,105.14,103.31,1128.38,104.76,77.37,264.76,36.98,617.47,457.67,100.9,104.97,101.12,1144.0,415.0,643.0,2202.0,98.0,93.0,20.0,219.0,43.0,488.0,618.0,1046.0,1461.0,128.0,290.0,1190.0,1385.0,342.0,309.0,1116.0,331.0,112.0,32.59,41.25,30.92,35.0,37.0,26.0,2196.47,1559.0,1556.65,142.0,16.07,21.02,21.02,99.81,99.79,98.2
VGK,2021,VGK,VGK,Team Level,4on5,49,0.13,0.12,0.15,12383.0,37.03,4.0,1.75,4.93,1.06,10.81,25.46,3.95,4.0,3.95,43.0,5.0,2.0,50.0,8.0,1.0,1.0,4.0,0.0,5.0,30.0,35.0,40.0,5.0,10.0,87.0,30.0,33.0,9.0,30.0,14.0,4.0,1.01,1.84,1.16,2.0,3.0,3.0,50.0,48.0,48.0,8.0,0.41,0.25,0.25,4.15,4.15,4.15,192.31,25.68,18.07,39.24,6.04,115.14,58.82,24.61,25.68,24.61,184.0,79.0,110.0,373.0,27.0,23.0,7.0,29.0,9.0,103.0,72.0,157.0,236.0,8.0,16.0,133.0,15.0,13.0,39.0,184.0,48.0,31.0,3.94,5.83,15.91,5.0,5.0,17.0,373.0,263.0,263.0,3.0,4.72,7.23,7.23,23.16,23.16,22.32
VGK,2021,VGK,VGK,Team Level,5on4,49,0.84,0.85,0.84,12377.0,193.68,22.85,17.94,43.26,6.42,116.71,60.81,21.64,22.85,21.64,198.0,70.0,68.0,336.0,21.0,27.0,3.0,38.0,8.0,88.0,86.0,177.0,247.0,5.0,10.0,126.0,17.0,21.0,40.0,195.0,40.0,33.0,5.09,5.38,12.39,3.0,3.0,15.0,336.0,268.0,268.0,4.0,4.62,4.65,4.65,22.84,22.84,22.01,39.69,4.34,1.92,5.13,1.14,11.71,27.76,4.3,4.34,4.3,42.0,10.0,5.0,57.0,4.0,2.0,0.0,2.0,0.0,7.0,37.0,38.0,48.0,3.0,6.0,102.0,42.0,35.0,9.0,32.0,13.0,7.0,0.66,1.85,1.83,0.0,2.0,2.0,57.0,52.0,52.0,9.0,0.45,0.49,0.49,4.3,4.3,4.28
PIT,2021,PIT,PIT,Team Level,other,50,0.55,0.48,0.49,6012.0,94.08,23.33,6.18,16.16,3.01,46.1,34.23,23.02,23.33,23.02,97.0,32.0,26.0,155.0,28.0,5.0,3.0,14.0,5.0,28.0,49.0,69.0,101.0,5.0,10.0,85.0,23.0,21.0,23.0,69.0,28.0,32.0,3.14,3.37,16.81,3.0,2.0,23.0,155.0,129.0,129.0,10.0,1.76,1.39,1.39,23.7,23.7,23.51,101.07,19.26,7.24,17.59,2.94,51.42,35.55,18.88,19.26,18.88,100.0,34.0,37.0,171.0,20.0,4.0,1.0,19.0,4.0,44.0,43.0,80.0,114.0,7.0,14.0,73.0,24.0,16.0,17.0,69.0,42.0,23.0,2.81,5.21,11.25,4.0,5.0,11.0,171.0,134.0,134.0,5.0,2.08,1.45,1.45,19.9,19.9,19.67
PIT,2021,PIT,PIT,Team Level,all,50,0.54,0.53,0.53,182886.0,1668.7,166.02,117.36,373.54,53.42,920.04,674.62,158.31,168.43,160.58,1731.0,574.0,683.0,2988.0,167.0,140.0,22.0,353.0,60.0,718.0,868.0,1564.0,2138.0,147.0,322.0,1405.0,1288.0,376.0,394.0,1674.0,469.0,162.0,51.38,56.65,57.99,44.0,71.0,52.0,3047.18,2305.0,2344.2,195.0,25.75,31.46,31.46,160.3,162.5,158.94,1473.16,139.13,99.74,335.87,48.45,803.25,601.56,134.17,138.43,133.51,1511.0,517.0,674.0,2702.0,127.0,122.0,15.0,343.0,56.0,608.0,772.0,1384.0,1901.0,171.0,371.0,1358.0,1366.0,354.0,365.0,1484.0,406.0,138.0,42.68,49.24,47.21,41.0,47.0,39.0,2672.5,2028.0,2009.85,198.0,21.92,25.22,25.22,135.83,135.4,132.64
PIT,2021,PIT,PIT,Team Level,5on5,50,0.54,0.52,0.53,152199.0,1318.58,110.32,88.35,308.69,42.18,731.71,546.75,106.21,112.73,108.49,1366.0,462.0,553.0,2381.0,109.0,103.0,15.0,291.0,41.0,586.0,699.0,1257.0,1719.0,131.0,292.0,1077.0,1202.0,310.0,307.0,1395.0,337.0,96.0,42.51,40.73,27.08,38.0,52.0,19.0,2440.18,1828.0,1867.2,161.0,18.21,22.21,22.21,106.32,108.52,106.46,1165.26,95.27,75.65,277.36,38.68,636.04,482.01,92.65,94.57,92.0,1210.0,395.0,554.0,2159.0,89.0,99.0,11.0,285.0,44.0,462.0,626.0,1121.0,1516.0,149.0,325.0,1065.0,1274.0,294.0,301.0,1214.0,306.0,85.0,34.95,36.92,23.4,34.0,37.0,18.0,2129.5,1605.0,1586.85,175.0,15.58,18.64,18.64,92.21,91.78,90.48
PIT,2021,PIT,PIT,Team Level,4on5,50,0.15,0.15,0.17,11822.0,35.02,3.42,1.83,4.5,0.97,11.01,25.27,3.36,3.42,3.36,42.0,5.0,6.0,53.0,2.0,0.0,0.0,6.0,6.0,4.0,29.0,40.0,45.0,1.0,2.0,97.0,44.0,31.0,23.0,32.0,10.0,5.0,0.79,1.29,1.33,0.0,1.0,1.0,53.0,47.0,47.0,22.0,0.43,0.0,0.0,3.85,3.85,3.77,163.12,19.66,14.64,35.51,5.63,102.62,53.94,17.78,19.66,17.78,156.0,76.0,78.0,310.0,14.0,18.0,3.0,32.0,8.0,90.0,70.0,142.0,218.0,8.0,16.0,113.0,15.0,11.0,32.0,169.0,38.0,25.0,3.96,4.44,11.26,2.0,3.0,9.0,310.0,232.0,232.0,3.0,3.75,4.9,4.9,18.51,18.51,17.35
PIT,2021,PIT,PIT,Team Level,5on4,50,0.85,0.87,0.84,12853.0,221.03,28.95,21.0,44.21,7.26,131.22,68.37,25.72,28.95,25.72,226.0,75.0,98.0,399.0,28.0,32.0,4.0,42.0,8.0,100.0,91.0,198.0,273.0,10.0,18.0,146.0,19.0,14.0,41.0,178.0,94.0,29.0,4.93,11.25,12.77,3.0,16.0,9.0,399.0,301.0,301.0,2.0,5.35,7.86,7.86,26.43,26.43,25.21,43.7,4.94,2.21,5.41,1.2,13.17,30.08,4.86,4.94,4.86,45.0,12.0,5.0,62.0,4.0,1.0,0.0,7.0,0.0,12.0,33.0,41.0,53.0,7.0,16.0,107.0,53.0,33.0,15.0,32.0,20.0,5.0,0.96,2.67,1.3,1.0,2.0,1.0,62.0,57.0,57.0,15.0,0.52,0.24,0.24,5.22,5.22,5.14
WPG,2021,WPG,WPG,Team Level,other,47,0.53,0.51,0.49,5689.0,85.79,21.3,5.79,15.3,2.97,42.68,31.96,20.38,21.3,20.38,94.0,26.0,41.0,161.0,19.0,7.0,2.0,14.0,3.0,39.0,38.0,75.0,101.0,5.0,10.0,56.0,20.0,17.0,21.0,58.0,34.0,28.0,2.19,4.31,14.79,3.0,4.0,12.0,161.0,120.0,120.0,16.0,1.66,2.24,2.24,20.72,20.72,19.91,89.97,18.86,6.44,16.39,2.9,47.59,31.83,18.22,18.86,18.22,88.0,36.0,33.0,157.0,17.0,9.0,2.0,15.0,2.0,43.0,38.0,71.0,107.0,3.0,6.0,73.0,26.0,17.0,20.0,66.0,28.0,30.0,2.63,3.08,13.15,0.0,3.0,14.0,157.0,124.0,124.0,10.0,1.83,2.77,2.77,17.92,17.92,17.4
WPG,2021,WPG,WPG,Team Level,all,47,0.5,0.51,0.51,171384.0,1533.44,152.18,110.26,347.04,50.2,869.24,624.08,146.65,152.81,147.25,1570.0,583.0,667.0,2820.0,136.0,113.0,16.0,369.0,48.0,690.0,797.0,1434.0,2017.0,170.0,397.0,1306.0,1102.0,321.0,494.0,1561.0,433.0,159.0,45.47,53.18,53.52,44.0,46.0,46.0,2841.46,2153.0,2164.52,371.0,24.47,25.01,25.01,151.63,152.28,148.96,1486.01,154.45,104.76,340.15,48.29,819.83,593.52,147.72,154.98,148.21,1507.0,554.0,602.0,2663.0,136.0,128.0,27.0,303.0,38.0,689.0,767.0,1371.0,1925.0,179.0,430.0,1276.0,982.0,309.0,496.0,1457.0,443.0,161.0,43.76,54.65,56.04,34.0,48.0,54.0,2660.8,2061.0,2063.92,348.0,23.14,30.09,30.35,147.24,147.5,143.86
WPG,2021,WPG,WPG,Team Level,5on5,47,0.49,0.51,0.51,138503.0,1170.44,100.25,79.99,275.66,37.85,667.97,489.28,96.74,100.87,97.34,1194.0,457.0,541.0,2192.0,85.0,75.0,9.0,308.0,32.0,517.0,634.0,1109.0,1566.0,151.0,359.0,1017.0,1002.0,258.0,415.0,1237.0,323.0,91.0,36.99,39.72,23.54,32.0,34.0,19.0,2213.45,1651.0,1662.52,322.0,16.56,15.65,16.0,100.8,101.45,99.76,1165.08,103.16,78.91,279.44,37.9,638.54,475.05,99.34,103.7,99.83,1172.0,441.0,494.0,2107.0,88.0,97.0,17.0,257.0,25.0,523.0,623.0,1084.0,1525.0,162.0,396.0,962.0,901.0,250.0,407.0,1170.0,350.0,93.0,34.34,43.69,25.13,29.0,38.0,21.0,2104.8,1613.0,1615.92,290.0,16.38,19.93,20.19,99.35,99.61,97.9
WPG,2021,WPG,WPG,Team Level,4on5,47,0.13,0.14,0.15,12675.0,37.59,4.37,2.07,4.99,1.06,11.45,25.06,4.29,4.37,4.29,41.0,8.0,7.0,56.0,2.0,1.0,0.0,1.0,0.0,13.0,32.0,39.0,47.0,5.0,10.0,96.0,57.0,34.0,31.0,27.0,14.0,8.0,0.87,1.68,1.82,1.0,1.0,0.0,56.0,49.0,49.0,30.0,0.48,0.22,0.22,4.63,4.63,4.57,197.41,29.09,17.63,39.97,6.55,122.88,61.88,26.9,29.09,26.9,207.0,71.0,69.0,347.0,28.0,20.0,7.0,29.0,10.0,116.0,75.0,179.0,250.0,11.0,22.0,124.0,20.0,8.0,21.0,188.0,55.0,35.0,5.49,6.59,17.01,4.0,6.0,18.0,347.0,278.0,278.0,0.0,4.53,7.02,7.02,26.6,26.6,25.22
WPG,2021,WPG,WPG,Team Level,5on4,47,0.89,0.89,0.88,14517.0,239.63,26.26,22.42,51.08,8.31,147.14,77.78,25.24,26.26,25.24,241.0,92.0,78.0,411.0,30.0,30.0,5.0,46.0,13.0,121.0,93.0,211.0,303.0,9.0,18.0,137.0,23.0,12.0,27.0,239.0,62.0,32.0,5.42,7.47,13.37,8.0,7.0,15.0,411.0,333.0,333.0,3.0,5.77,6.9,6.56,25.48,25.48,24.72,33.55,3.35,1.77,4.35,0.95,10.83,24.76,3.26,3.35,3.26,40.0,6.0,6.0,52.0,3.0,2.0,1.0,2.0,1.0,7.0,31.0,37.0,43.0,3.0,6.0,117.0,35.0,34.0,48.0,33.0,10.0,3.0,1.31,1.29,0.75,1.0,1.0,1.0,52.0,46.0,46.0,48.0,0.4,0.37,0.37,3.38,3.38,3.34
SEA,2021,SEA,SEA,Team Level,other,49,0.41,0.55,0.55,6659.0,80.13,14.59,5.97,14.4,2.87,48.62,26.55,13.9,14.59,13.9,80.0,33.0,43.0,156.0,20.0,5.0,0.0,14.0,2.0,44.0,28.0,60.0,93.0,4.0,8.0,78.0,20.0,15.0,13.0,71.0,24.0,18.0,2.49,2.95,9.14,5.0,4.0,11.0,156.0,113.0,113.0,4.0,1.64,1.21,1.21,15.02,15.02,14.48,65.11,21.39,4.38,10.08,1.98,33.49,19.68,19.63,21.39,19.63,61.0,30.0,36.0,127.0,21.0,6.0,3.0,10.0,3.0,28.0,23.0,40.0,70.0,2.0,4.0,71.0,18.0,15.0,12.0,43.0,15.0,33.0,1.5,1.79,18.1,3.0,3.0,15.0,127.0,91.0,91.0,8.0,1.26,2.61,2.61,20.04,20.04,19.28
SEA,2021,SEA,SEA,Team Level,all,49,0.47,0.5,0.5,177402.0,1382.07,125.94,98.79,317.35,45.65,801.85,552.41,121.6,124.97,120.65,1391.0,551.0,649.0,2591.0,128.0,98.0,18.0,318.0,53.0,605.0,740.0,1263.0,1814.0,159.0,367.0,1308.0,1135.0,349.0,371.0,1481.0,342.0,119.0,42.47,42.8,40.67,52.0,35.0,41.0,2548.17,1942.0,1916.08,180.0,21.62,22.28,22.28,125.27,124.12,121.46,1385.64,139.43,94.87,318.32,45.67,765.45,558.26,134.33,141.81,136.64,1380.0,542.0,635.0,2557.0,172.0,113.0,33.0,354.0,50.0,565.0,668.0,1208.0,1750.0,172.0,397.0,1397.0,1164.0,312.0,366.0,1441.0,340.0,141.0,40.35,41.45,57.63,58.0,49.0,65.0,2620.72,1922.0,1965.48,182.0,20.94,30.57,30.57,129.8,132.09,129.52
SEA,2021,SEA,SEA,Team Level,5on5,49,0.48,0.5,0.5,146030.0,1072.99,84.25,73.18,254.87,35.02,619.72,443.96,82.09,83.28,81.15,1085.0,426.0,522.0,2033.0,87.0,70.0,12.0,258.0,45.0,446.0,605.0,998.0,1424.0,145.0,336.0,1026.0,1048.0,305.0,321.0,1188.0,257.0,66.0,34.25,32.41,17.6,43.0,29.0,15.0,1990.17,1511.0,1485.08,167.0,15.04,14.42,14.66,84.63,83.48,82.16,1096.82,91.39,71.72,263.83,36.08,602.31,452.68,88.83,93.78,91.15,1091.0,427.0,513.0,2031.0,118.0,85.0,19.0,297.0,40.0,423.0,555.0,973.0,1400.0,152.0,354.0,1071.0,1085.0,264.0,316.0,1164.0,275.0,79.0,33.73,33.58,24.09,49.0,40.0,29.0,2094.71,1518.0,1561.48,156.0,14.81,19.17,19.17,87.05,89.34,88.07
SEA,2021,SEA,SEA,Team Level,4on5,49,0.11,0.09,0.1,10853.0,22.93,2.93,1.28,2.91,0.61,6.89,15.39,2.8,2.93,2.8,23.0,7.0,3.0,33.0,2.0,1.0,1.0,2.0,1.0,5.0,19.0,21.0,28.0,4.0,11.0,88.0,43.0,22.0,7.0,17.0,8.0,5.0,0.47,1.01,1.45,1.0,0.0,1.0,33.0,30.0,30.0,6.0,0.3,0.36,0.36,2.87,2.87,2.84,191.24,24.35,17.3,40.04,6.73,119.45,61.13,23.59,24.35,23.59,191.0,78.0,76.0,345.0,29.0,22.0,11.0,37.0,6.0,107.0,68.0,162.0,240.0,10.0,23.0,133.0,16.0,4.0,21.0,199.0,43.0,27.0,4.25,5.23,14.87,4.0,5.0,20.0,345.0,269.0,269.0,2.0,4.53,8.8,8.8,20.08,20.08,19.55
SEA,2021,SEA,SEA,Team Level,5on4,49,0.91,0.87,0.87,13860.0,206.02,24.17,18.36,45.17,7.16,126.63,66.51,22.8,24.17,22.8,203.0,85.0,81.0,369.0,19.0,22.0,5.0,44.0,5.0,110.0,88.0,184.0,269.0,6.0,12.0,116.0,24.0,7.0,30.0,205.0,53.0,30.0,5.26,6.44,12.48,3.0,2.0,14.0,369.0,288.0,288.0,3.0,4.63,6.29,6.06,22.75,22.75,21.99,32.47,2.3,1.48,4.37,0.9,10.18,24.78,2.29,2.3,2.29,37.0,7.0,10.0,54.0,4.0,0.0,0.0,10.0,1.0,7.0,22.0,33.0,40.0,8.0,16.0,122.0,45.0,29.0,17.0,35.0,7.0,2.0,0.89,0.85,0.56,2.0,1.0,1.0,54.0,44.0,44.0,16.0,0.34,0.0,0.0,2.63,2.63,2.62
PHI,2021,PHI,PHI,Team Level,other,48,0.48,0.54,0.53,6524.0,95.92,19.54,6.71,17.44,3.1,48.91,34.42,16.29,19.54,16.29,94.0,38.0,47.0,179.0,15.0,5.0,3.0,21.0,5.0,40.0,46.0,79.0,117.0,2.0,4.0,102.0,17.0,6.0,13.0,68.0,32.0,32.0,2.63,4.11,12.79,4.0,2.0,9.0,179.0,132.0,132.0,5.0,1.99,1.47,2.09,19.31,19.31,16.34,84.99,21.3,5.73,14.24,2.7,40.28,30.81,20.68,21.3,20.68,90.0,26.0,35.0,151.0,25.0,5.0,0.0,15.0,2.0,32.0,37.0,65.0,91.0,5.0,10.0,71.0,15.0,19.0,28.0,56.0,30.0,30.0,2.48,3.51,15.31,2.0,4.0,19.0,151.0,116.0,116.0,15.0,1.55,1.27,1.27,21.52,21.52,20.95
PHI,2021,PHI,PHI,Team Level,all,48,0.47,0.48,0.48,175013.0,1460.87,140.2,100.47,335.0,47.57,792.71,591.18,133.54,139.45,132.83,1464.0,545.0,647.0,2656.0,122.0,116.0,23.0,334.0,51.0,598.0,788.0,1342.0,1887.0,169.0,365.0,1454.0,1060.0,273.0,387.0,1455.0,400.0,154.0,40.51,49.22,50.47,38.0,38.0,46.0,2627.1,2009.0,1990.92,251.0,22.25,22.42,23.09,139.21,138.58,133.51,1600.04,159.6,111.59,358.29,51.23,871.73,645.63,154.43,161.3,156.08,1640.0,559.0,686.0,2885.0,163.0,120.0,23.0,382.0,70.0,682.0,783.0,1477.0,2036.0,167.0,360.0,1292.0,1057.0,328.0,446.0,1541.0,501.0,157.0,45.61,60.02,53.98,47.0,59.0,57.0,2927.03,2199.0,2226.28,266.0,24.4,25.32,25.32,158.62,160.15,156.84
PHI,2021,PHI,PHI,Team Level,5on5,48,0.46,0.47,0.47,141288.0,1132.12,94.57,74.09,272.7,37.24,610.9,464.5,92.12,93.82,91.4,1142.0,412.0,512.0,2066.0,84.0,96.0,17.0,260.0,40.0,457.0,617.0,1058.0,1470.0,157.0,341.0,1098.0,1003.0,230.0,318.0,1160.0,304.0,90.0,32.86,37.39,24.32,33.0,28.0,23.0,2037.1,1554.0,1535.92,212.0,15.31,17.85,17.91,91.97,91.34,90.14,1267.37,109.98,84.56,295.4,40.3,693.32,520.45,106.49,111.68,108.15,1283.0,461.0,553.0,2297.0,103.0,91.0,18.0,320.0,58.0,543.0,630.0,1180.0,1641.0,148.0,324.0,981.0,991.0,271.0,349.0,1256.0,392.0,96.0,36.74,46.9,26.33,37.0,43.0,23.0,2339.03,1744.0,1771.28,227.0,17.47,19.4,19.4,108.04,109.58,107.66
PHI,2021,PHI,PHI,Team Level,4on5,48,0.17,0.14,0.17,13683.0,43.64,4.89,2.22,5.59,1.21,13.21,29.87,4.83,4.89,4.83,46.0,11.0,5.0,62.0,6.0,1.0,1.0,1.0,0.0,4.0,45.0,40.0,51.0,4.0,8.0,116.0,29.0,30.0,31.0,37.0,13.0,7.0,1.18,1.64,2.07,0.0,4.0,2.0,62.0,57.0,57.0,29.0,0.5,0.17,0.17,5.22,5.22,5.21,208.26,23.82,19.12,43.31,6.9,125.56,66.29,22.85,23.82,22.85,220.0,65.0,89.0,374.0,29.0,21.0,4.0,44.0,8.0,99.0,84.0,191.0,256.0,10.0,18.0,135.0,12.0,9.0,45.0,192.0,68.0,25.0,5.39,8.16,10.27,5.0,10.0,14.0,374.0,285.0,285.0,2.0,4.88,4.03,4.03,24.67,24.67,23.88
PHI,2021,PHI,PHI,Team Level,5on4,48,0.82,0.85,0.83,13518.0,189.19,21.2,17.44,39.27,6.02,119.69,62.39,20.31,21.2,20.31,182.0,84.0,83.0,349.0,17.0,14.0,2.0,52.0,6.0,97.0,80.0,165.0,249.0,6.0,12.0,138.0,11.0,7.0,25.0,190.0,51.0,25.0,3.84,6.07,11.28,1.0,4.0,12.0,349.0,266.0,266.0,5.0,4.43,2.93,2.93,22.7,22.7,21.81,39.43,4.51,2.18,5.33,1.34,12.56,28.08,4.4,4.51,4.4,47.0,7.0,9.0,63.0,6.0,3.0,1.0,3.0,2.0,8.0,32.0,41.0,48.0,4.0,8.0,105.0,39.0,29.0,24.0,37.0,11.0,6.0,1.01,1.45,2.06,3.0,2.0,1.0,63.0,54.0,54.0,22.0,0.51,0.63,0.63,4.4,4.4,4.36
WSH,2021,WSH,WSH,Team Level,other,51,0.55,0.47,0.5,5961.0,86.22,20.13,6.65,14.49,2.83,47.97,27.99,19.01,20.13,19.01,88.0,33.0,31.0,152.0,20.0,5.0,1.0,9.0,3.0,45.0,39.0,68.0,101.0,3.0,6.0,78.0,27.0,10.0,15.0,66.0,27.0,28.0,2.68,3.47,13.98,2.0,2.0,16.0,152.0,121.0,121.0,12.0,1.89,1.25,1.25,20.71,20.71,19.69,87.28,16.44,6.89,17.03,2.91,49.85,27.89,16.1,16.44,16.1,84.0,37.0,47.0,168.0,22.0,7.0,3.0,13.0,7.0,43.0,29.0,62.0,99.0,3.0,6.0,84.0,16.0,11.0,17.0,75.0,28.0,18.0,2.84,3.73,9.88,5.0,3.0,14.0,168.0,121.0,121.0,9.0,1.95,1.74,1.74,16.65,16.65,16.37
WSH,2021,WSH,WSH,Team Level,all,51,0.52,0.51,0.52,186330.0,1549.53,148.08,108.48,354.85,49.89,871.47,627.75,143.25,149.03,144.2,1599.0,612.0,695.0,2906.0,164.0,115.0,16.0,352.0,44.0,689.0,847.0,1435.0,2047.0,158.0,337.0,1373.0,1223.0,330.0,372.0,1664.0,414.0,133.0,51.24,50.76,46.08,63.0,51.0,50.0,2933.78,2211.0,2227.95,226.0,23.75,19.91,19.91,148.53,149.47,146.09,1453.82,137.33,103.58,339.25,48.03,818.12,592.12,131.78,136.9,131.39,1480.0,593.0,693.0,2766.0,140.0,123.0,28.0,314.0,45.0,685.0,766.0,1340.0,1933.0,177.0,371.0,1553.0,1147.0,420.0,406.0,1546.0,401.0,126.0,45.0,48.67,43.66,47.0,41.0,52.0,2759.03,2073.0,2070.68,259.0,22.86,25.53,25.6,132.31,131.94,128.21
WSH,2021,WSH,WSH,Team Level,5on5,51,0.51,0.51,0.52,152858.0,1221.49,100.56,81.61,292.2,39.35,681.72,507.89,97.89,101.51,98.83,1252.0,499.0,562.0,2313.0,114.0,93.0,11.0,298.0,30.0,534.0,682.0,1138.0,1637.0,139.0,297.0,1082.0,1112.0,274.0,307.0,1357.0,320.0,74.0,41.66,39.04,19.86,53.0,43.0,18.0,2340.78,1751.0,1767.95,193.0,16.85,14.93,14.93,99.28,100.22,98.69,1148.01,95.4,77.74,276.79,37.83,647.02,477.3,92.7,94.97,92.32,1172.0,470.0,567.0,2209.0,87.0,97.0,21.0,264.0,32.0,537.0,625.0,1085.0,1555.0,161.0,339.0,1188.0,1073.0,342.0,335.0,1252.0,309.0,81.0,36.47,36.96,21.98,36.0,27.0,24.0,2202.03,1642.0,1639.68,223.0,16.05,18.75,18.82,90.68,90.32,88.97
WSH,2021,WSH,WSH,Team Level,4on5,51,0.18,0.16,0.17,13051.0,36.8,4.86,2.27,4.7,1.06,11.67,24.5,4.83,4.86,4.83,38.0,12.0,12.0,62.0,6.0,1.0,0.0,2.0,1.0,6.0,34.0,32.0,44.0,7.0,16.0,97.0,50.0,33.0,19.0,30.0,12.0,8.0,1.06,1.57,2.23,2.0,1.0,3.0,62.0,50.0,50.0,17.0,0.51,0.2,0.2,5.11,5.11,5.09,176.76,22.31,16.98,39.12,6.0,106.48,55.36,19.84,22.31,19.84,175.0,75.0,71.0,321.0,25.0,18.0,3.0,32.0,4.0,96.0,75.0,150.0,225.0,8.0,16.0,128.0,16.0,21.0,34.0,169.0,58.0,23.0,4.45,7.3,10.57,5.0,10.0,10.0,321.0,250.0,250.0,8.0,4.39,4.71,4.71,21.74,21.74,19.66
WSH,2021,WSH,WSH,Team Level,5on4,51,0.88,0.85,0.83,14460.0,205.03,22.53,17.95,43.46,6.66,130.11,67.36,21.52,22.53,21.52,221.0,68.0,90.0,379.0,24.0,16.0,4.0,43.0,10.0,104.0,92.0,197.0,265.0,9.0,18.0,116.0,34.0,13.0,31.0,211.0,55.0,23.0,5.84,6.67,10.01,6.0,5.0,13.0,379.0,289.0,289.0,4.0,4.5,3.53,3.53,23.44,23.44,22.63,41.77,3.16,1.97,6.31,1.29,14.77,31.57,3.15,3.16,3.15,49.0,11.0,8.0,68.0,6.0,1.0,1.0,5.0,2.0,9.0,37.0,43.0,54.0,5.0,10.0,153.0,42.0,46.0,20.0,50.0,6.0,4.0,1.25,0.68,1.23,1.0,1.0,4.0,68.0,60.0,60.0,19.0,0.46,0.33,0.33,3.23,3.23,3.22
CBJ,2021,CBJ,CBJ,Team Level,other,47,0.53,0.52,0.5,4640.0,61.24,16.62,4.14,9.89,1.9,30.96,21.5,15.25,16.62,15.25,55.0,30.0,33.0,118.0,19.0,2.0,0.0,15.0,3.0,30.0,16.0,36.0,66.0,1.0,2.0,55.0,15.0,15.0,10.0,35.0,27.0,23.0,1.37,3.32,11.94,4.0,3.0,12.0,118.0,85.0,85.0,5.0,1.22,0.52,0.52,17.32,17.32,15.88,60.25,14.77,4.12,10.26,1.93,34.3,19.62,14.47,14.77,14.47,63.0,22.0,25.0,110.0,16.0,1.0,1.0,10.0,5.0,26.0,27.0,47.0,69.0,1.0,2.0,66.0,13.0,11.0,12.0,46.0,22.0,17.0,1.53,2.43,10.81,3.0,2.0,11.0,110.0,85.0,85.0,5.0,1.2,0.72,0.72,15.25,15.25,14.97
